article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article727634031,93,"Death threats
Haig said he's received death threats since the search warrant documents were released Tuesday.",11829,11938,1,"Loaded Language, Fear Appeal"
article727736557,4,"As a result, Haig said that he has received death threats and people have pounded on his door to tell him that he deserves to die.",576,706,1,"Loaded Language, Fear Appeal"
article727736557,10,"""Let’s not forget that it is a fact that helicopters were lurking behind the Mandalay Bay during the attack which were not shown on the radar,"" author Shepard Ambellas writes.",1508,1683,1,Fear Appeal
article727736557,34,"When asked about the threats, Haig said, “I’ve had people screaming they want me to die through my front door.""",4093,4204,1,"Loaded Language, Fear Appeal"
article727736557,39,"The product that I sold him had absolutely nothing to do with what he did.”
Nevertheless, it's hard to believe that Haig's denials will dissuade the conspiracy-mongers.",4546,4714,1,Exaggeration
article727736595,2,A complaint says unfired armor-piercing bullets found inside the Las Vegas hotel room where the attack was launched on Oct. 1 contained the fingerprints of ammunition dealer Douglas Haig of Arizona.,396,594,1,Fear Appeal
article727736595,5,He said he noticed nothing suspicious when he sold 720 rounds of ammunition to Stephen Paddock in the weeks before the attack that killed 58 people.,788,936,1,Fear Appeal
article727869189,14,"For Faggioli, the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it.",2172,2335,1,Exaggeration
article727869189,21,"Pope Benedict XVI has warned against precisely the kind of “accommodation” Faggioli is calling for, writing that when “the people cannot cope” with God, they “bring him down into their own world,” and insist that “he must be the kind of God that [they need].” In other words, “Man is using God, and, in reality, even if it is not outwardly discernible, he is placing himself above God.” To fully drive the point home, Benedict equates this kind of worship with the Israelites desert worship of the bull calf.",3423,3931,1,General Persuasion
article727869189,29,"To pass moral judgements on papacies, presidencies, or anything else, we must have recourse to truth, and to the institutions that have upheld this truth for centuries.",5296,5464,1,General Persuasion
article727869189,30,"Whether in the Church or in the academy, we must resist this dangerous historicist impulse.",5465,5556,1,"Loaded Language, Fear Appeal"
article728169864,19,"In a speech he gave at Darul Uloom, in August 2015, titled ‘Quraan Torah Bible Forbid Man Marrying Man,’ he admitted that he “got sacked from many [county] boards, because there were a lot of gay people who said, ‘We don’t want him on that board.’” He said he had a choice, to “sit in Paradise or… sit on the board and go to Hell.”
He began his speech by attacking President Barack Obama for supporting same-sex marriage.",3336,3757,1,Fear Appeal
article728169864,35,"The President of AMANA, Sofian Zakkout, has referred to Duke as “David Duke, a man to believe in!”
By inviting people like Shafayat Mohamed, an avowed enemy of the gay community, and Wilfredo Ruiz, whose group promotes white supremacists, to participate in its functions, the Democratic Party has effectively revealed its disregard for the concerns of those it disingenuously claims to advocate for and protect.",5676,6087,1,Name Calling
article728343601,4,"Pope Francis has said in the past that dealing with abuse is vital for the Church's credibility and perpetrators must face ""sanctions"".",598,733,1,General Persuasion
article728343601,7,"That was more than two weeks before the bishop's ordination in the south Chilean city of Osorno, an event dramatically disrupted by hundreds of protesters accusing Bishop Barros of covering up Karadima's sex attacks on young boys.",919,1149,1,Fear Appeal
article728343601,8,"The bishop has denied ever knowing about ""the serious abuses"" committed by Karadima, who was never prosecuted in Chile because so much time had passed but was convicted and sentenced by the Vatican to a lifetime of ""penance and prayer"".",1150,1386,1,Exaggeration
article728758697,5,"Farrakhan’s history of racially extreme comments includes blaming Jews for the September 11 attacks, saying white people “deserve to die” and praising Adolf Hitler as a “very great man.” “I personally know [Farrakhan], I’ve been to his home, done meetings, participated in events with him,” Davis told TheDC.",448,756,1,Fear Appeal
article728758697,9,"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”
""Here come the Jews.",1232,1404,1,Exaggeration
article728972961,0,"FOR THE FIRST TIME ONLINE: Archbishop Lefebvre’s Prophetic Address to The Remnant, 1976

On that occasion Archbishop Lefebvre delivered an address on the desperate state of the Church at that time—42 years ago—that was never transcribed or published until we did so for the December 15, 2017 print edition of The Remnant.",0,321,1,Exaggeration
article728972961,1,"It was held at the Radisson South Hotel, Minneapolis, on Tuesday, May 12, 1976, and its stated purpose was to assist the Archbishop in gaining a stronger foothold for the Society of St. Pius X in the States during the unprecedented crisis Blessed Pope Paul had helped unleash on the Church.",322,612,1,"Loaded Language, Fear Appeal"
article728972961,3,"And for those of us who’ve been in the trenches for a long, long time it also provides welcome reminder of why we must continue to fight.",822,959,1,General Persuasion
article728972961,7,Never surrender!,1435,1451,1,Exaggeration
article728972961,9,"And now that Pope Francis has inadvertently unmasked the true spirit of Vatican II, it becomes obvious how and why those who resisted that spirit were right to have done so and will certainly be hailed by history as the heroic band of Catholic brothers that mounted the twentieth century’s last stand for Christ the King and, while scorned and mocked at the time, were nevertheless totally vindicated fifty years later.",1769,2188,1,Exaggeration
article728972961,15,"As Mr. Matt said, the crisis in the Church is very extraordinary.",2814,2879,1,"Loaded Language, Fear Appeal"
article728972961,34,"Benelli then said to me, you must put down in a writing to the Holy Father that you accept the Second Vatican Council, you accept the reform that followed the Council, and that you accept the orientations that have been given by Rome.",3952,4186,1,General Persuasion
article728972961,36,"Benelli took the book of the New Ordo, gave it to me, and said, “You must say this New Mass in all of your houses.”
I wonder why Mgr.",4192,4325,1,General Persuasion
article728972961,39,"For example, one year ago three cardinals sent me a letter (Cardinals Wright, Tabera [Arturo Carinal Tabera Araoz, one of the Council Fathers MJM], and Gabriel-Marie Garrone) telling me (in effect) that I must close the seminaries.",4422,4653,1,General Persuasion
article728972961,41,Because now they are destroying the Church.,4736,4779,1,"Loaded Language, Fear Appeal"
article728972961,42,"When I die and go before the judge, God will not be able to say to me, “You destroyed the Church.” I refused to contribute to the destruction of the Church.",4780,4936,1,"Loaded Language, Fear Appeal"
article728972961,44,I do not destroy the Church.,5017,5045,1,"Loaded Language, Fear Appeal"
article728972961,51,"Pope Pius VI said during the French Revolution that if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church.",5370,5564,1,"Loaded Language, Fear Appeal"
article728972961,55,The Instructions said that they [the Carbonari/Freemasons] must begin to fight against the Church by bringing reform into the Church.,5785,5918,1,General Persuasion
article728972961,57,"The Carbonari must enter into the seminary, into the convent, into the sacristy, and slowly, very slowly, the priests will have the ideals of the revolution; of the Freemasons.",6036,6212,1,General Persuasion
article728972961,76,One says we must not tolerate error.,8338,8374,1,General Persuasion
article728972961,81,He said we must wait for the authority to say who is right and who is wrong.,9161,9237,1,General Persuasion
article728972961,99,"Because when the reforms come, Rome always says the reforms are being done in the name of the Council.",10818,10920,1,Exaggeration
article728972961,120,"But I will never…I do not accept the concept, because you destroy the Catholic State in the name of the Council.",13122,13234,1,"Loaded Language, Fear Appeal, Exaggeration"
article728972961,134,"We must take care, because this change in the church is a liberal change.",14336,14409,1,General Persuasion
article728972961,135,"The liberal principles have entered the Church now, and they destroy the Church.",14410,14490,1,"Loaded Language, Fear Appeal"
article728972961,141,We must tolerate - have tolerance for the error - but never give the same right to error and truth.,15155,15254,1,Exaggeration
article728972961,164,But the change in the Mass destroys the Church.,16303,16350,1,"Loaded Language, Fear Appeal"
article728972961,196,"Now you are a priest, and you can say Mass for your uncle.” The new priest said, “No, never.” Why?",18377,18475,1,Exaggeration
article728972961,243,"But the fact is that the Catholic Church is being destroyed, and now even the pope himself says that.",21080,21181,1,"Loaded Language, Fear Appeal"
article728972961,247,They are the men who destroy the Church.,21388,21428,1,"Loaded Language, Fear Appeal"
article728972961,248,We must show where they are.,21429,21457,1,General Persuasion
article728972961,263,"It is relative to the good, but not to the evil.",21954,22002,1,"Loaded Language, Name Calling"
article728972961,282,"But I think that the devil is in Rome, as was said by our Lady of Fatima and Our Lady of La Salette.",23046,23146,1,"Loaded Language, Name Calling"
article728972961,283,We must pray.,23147,23160,1,General Persuasion
article728972961,284,We must ask God to put an end to this crisis of the Church.,23161,23220,1,"Loaded Language, Fear Appeal"
article728972961,285,"Because if this crisis continues, many people will go to hell.",23221,23283,1,"Loaded Language, Fear Appeal"
article728972961,325,"And if He is God, we must give Him the adoration of God.",25147,25203,1,General Persuasion
article728972961,352,And they are afraid that if I reveal the truth [and tell the Pope] “you must affirm the Kingdom of Jesus Christ everywhere and always each day.,26726,26869,1,Exaggeration
article728972961,353,"You must affirm the Real Presence in the Mass - in the Sacrifice of the Mass,” then perhaps it is possible that the Pope will change his mind.",26870,27012,1,General Persuasion
article728972961,363,You must sign in writing that you [accept] the Council and all the reforms before I will receive you in audience.” But I cannot do that.,27491,27627,1,General Persuasion
article728972961,366,"So, I thank you very much for your encouragement, and I must say that we have a very good generation of young men and good vocations.",27699,27832,1,General Persuasion
article729303442,13,"Democratize SSMU deleted the message, which targeted Lew and two other candidates, after the meeting and apologized for publishing material that was “insensitive to anti-Semitic tropes of Jewish people as corrupt and politically powerful.”
The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew.",2713,3073,1,"Loaded Language, Name Calling"
article729348908,26,Simply expressing support for a terrorist organization or attack is not against the law.,2993,3081,1,Fear Appeal
article729368012,22,"I do not even raise the subject of TVEL to our friends, but occasionally they speak of it and always in a guarded manner.” In the briefs, he informed the FBI that “occasionally someone will mention having been in Iran but usually it is long after the fact.” And when he asked the Russians about these connections, he stated that they “occasionally speak of the relationship, i.e.",4781,5160,1,Exaggeration
article729368012,35,"Lambert, 54, was charged with one count of conspiracy to violate the Foreign Corrupt Practices Act (FCPA) and to commit wire fraud, seven counts of violating the FCPA, two counts of wire fraud and one count of international promotion money laundering.",6860,7111,1,"Loaded Language, Name Calling"
article729368012,37,"According to the DOJ: According to the indictment, beginning at least as early as 2009 and continuing until October 2014, Lambert conspired with others at “Transportation Corporation A” to make corrupt and fraudulent bribery and kickback payments to offshore bank accounts associated with shell companies, at the direction of, and for the benefit of, a Russian official, Vadim Mikerin, in order to secure improper business advantages and obtain and retain business with TENEX.",7459,7935,1,"Loaded Language, Name Calling, Appeal to Authority"
article729368012,38,"In order to effectuate and conceal the corrupt and fraudulent bribe payments, Lambert and others allegedly caused fake invoices to be prepared, purportedly from TENEX to Transportation Corporation A, that described services that were never provided, and then Lambert and others caused Transportation Corporation A to wire the corrupt payments for those purported services to shell companies in Latvia, Cyprus and Switzerland.",7936,8361,1,"Loaded Language, Name Calling, Exaggeration"
article729368012,40,"The indictment also alleges that Lambert and others caused Transportation Corporation A to overbill TENEX by building the cost of the corrupt payments into their invoices, and TENEX thus overpaid for Transportation Corporation A’s services.",8558,8798,1,"Loaded Language, Name Calling"
article729368012,44,"We also know the following about Campbell:
Undercover FBI informant William Campbell has given written testimony to Congressional investigators after an ""iron clad"" gag order was lifted in October
Campbell was a highly valued CIA and FBI asset deeply embedded in the Russian nuclear industry while Robert Mueller was the Director of the FBI
while Robert Mueller was the Director of the FBI Campbell was required by the Russians, under threat, to launder large sums of money - which allowed the FBI to uncover a massive Russian ""nuclear money laundering apparatus ""
"" He collected over 5,000 documents and briefs over a six year period, some of which detail efforts by Moscow to route money to the Clinton Foundation
Campbell claims to have video evidence of bribe money related to the Uranium One deal being stuffed into suitcases.",9279,10110,1,"Loaded Language, Fear Appeal"
article729368012,47,"To thank him for his service, Campbell was paid $51,000 by FBI officials at a 2016 celebration dinner in Chrystal City
When it emerged that Campbell had evidence against the Clinton Foundation, a Yahoo News article by Michael Isikoff (of FISA warrant application fame) slammed Campbell as a ""disaster"" potential witness
All of this then goes back to things we have pointed out with ranchers in the western united States and how this impacts them, as well as the land grabs that are unconstitutionally orchestrated by the DC government and the Bureau of Land Management.",10293,10862,1,Loaded Language
article729410793,4,"“Marx does not even mention that homosexuality always contradicts the Will of God,” citing church teaching through the centuries.",624,753,1,Exaggeration
article729410793,8,"However, Marx said on February 3 that homosexual couples need “closer pastoral care” and “one must also encourage priests and pastoral workers to give people in concrete situations [of homosexual unions] encouragement.",1344,1562,1,General Persuasion
article729410793,13,"The cardinal’s office sent CNA “a request for correction of [its] translation of the interview in question, expressing concern that CNA's translation constitutes a false reference and does not properly reflect the position of Cardinal Marx.”
The cardinal’s office maintains that rather than saying “yes,” there is a possibility of liturgical “blessing” of gay unions, he answered the question in a more subtle way without giving an explicit “yes.” However, the German Bishops’ Conference doesn’t seem to deny the rest of his statements on how “one must encourage priests” to give encouragement to homosexual couples, which could include public blessings that would take a “liturgical” form.",2248,2938,1,General Persuasion
article729410793,24,"Marx, one of the pope’s nine main advisors, said in 2016 that same-sex relationships have “worth” which must be recognized by the Church.",4742,4879,1,General Persuasion
article729578579,7,"It also calls into question his stated empathy with abuse survivors, compounding the most serious crisis of his five-year papacy.",1794,1923,1,"Loaded Language, Fear Appeal"
article729578579,28,"As Winfield writes,
“The revelation could be costly for Francis, whose track record on the abuse crisis was already shaky after a botched Italian abuse case he intervened in became public[5].",6436,6627,1,"Loaded Language, Fear Appeal"
article729578579,55,"Weeks after his election to the papacy, he was quoted by his close friend, Rabbi Abraham Skorka, “In my diocese it never happened to me, but a bishop called me once by phone to ask me what to do in a situation like this.” Francis added that he agreed with the “zero tolerance” attitude of the Irish episcopate and admired Pope Benedict’s reforms – most of which he was later to quietly reverse.",10972,11366,1,Exaggeration
article729578579,58,"So far, judges and prosecutors at all instances found him guilty.”
In case anyone thinks the Grassi-Gabriel case was not serious enough for the pope’s attention, Bishop Accountability summarises, “A year after Gabriel had filed criminal charges [2003] but before the start of Grassi’s trial, three men ransacked the survivor’s apartment and beat him.” These men threatened to kill him if he did not retract his testimony and quit the case.",11752,12191,1,"Loaded Language, Fear Appeal, Name Calling"
article729578579,60,"An employee refused to accept the letter after learning of its topic and threatened to call security if Gabriel and Gallego did not leave the premises.”
The group surmises that it was Bergoglio’s direct intervention with judges in the case that prevented a conviction against Grassi for so long and delayed his sentencing through multiple appeals.",12460,12807,1,"Loaded Language, Fear Appeal"
article729578579,62,During his criminal trial Grassi said Bergoglio “never let go” of his hand.,12949,13024,1,"Name Calling, Exaggeration"
article729578579,63,"In 2009, Grassi was convicted of two counts of aggravated sexual assault and corruption in the case of “Gabriel,” who was aged 13 at the time of the abuse, but the appeals dragged on until he was finally sent to prison in September 2013.",13025,13262,1,"Loaded Language, Name Calling"
article729578579,74,Journalists must submit their questions well in advance.),14660,14717,1,General Persuasion
article729578579,82,That is a danger.,15614,15631,1,"Loaded Language, Fear Appeal"
article729578579,94,"I believe that when you are dealing with such a person, you must distinguish between the fact of a person being gay and the fact of someone forming a lobby, because not all lobbies are good.",16209,16399,1,General Persuasion
article729578579,97,"The Catechism of the Catholic Church explains this in a beautiful way, saying ... wait a moment, how does it say it ... it says: “no one should marginalize these people for this, they must be integrated into society”.",16518,16735,1,Exaggeration
article729578579,98,"The problem is not having this tendency, no, we must be brothers and sisters to one another, and there is this one and there is that one.",16736,16873,1,General Persuasion
article729578579,110,"This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, “People talk all the time about a gay lobby, but you and I both know this is mostly nonsense, propaganda from those people… those conservatives…We cool and hip people don’t hate gays, do we?”
This astonishing departure follows an implied but very clear assertion that Ricca has repented and given up his activity, an assertion that has absolutely no evidence to back it up.",18158,18655,1,General Persuasion
article729578579,112,"Next, after another little inside nudge-nudge-wink-wink joke about the “gay lobby” – implying (but of course never outright saying) that the whole thing is hysterical nonsense – we hear a direct contradiction to Catholic teaching from no less a source than his predecessor, Pope Benedict Ratzinger.",18898,19196,1,Exaggeration
article729578579,114,The “tendency” is called in the same catechism you quote “intrinsically disordered” and Ratzinger was very clear that this “tendency” is a sign of a serious emotional dysfunction that “must” preclude a man from being ordained.,19319,19545,1,General Persuasion
article729578579,118,"Thomistic theology teaches that it is by lying that we become most like the devil, and most unlike God, because we are trying to change the nature of reality to suit our own purposes.",19929,20112,1,"Loaded Language, Name Calling"
article729578579,122,"It was not by violence, but by lying and manipulation, by issuing half-truths and pretending to be the kind of man he was not, that Shakespeare’s character Iago earned the title of most evil character in English literature.",20503,20726,1,"Loaded Language, Name Calling"
article729578579,130,"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood.",21720,21976,1,"Loaded Language, Fear Appeal"
article729578579,135,"It has been said many times that the sex abuse crisis has created a massive loss of trust in prelates among the Catholic faithful, and this is true.",22563,22711,1,"Loaded Language, Fear Appeal"
article729578579,147,"Already fractured since the collapse of all Catholic institutions after Vatican II and the horrors of the sex abuse crisis, how much will there be to repair of the once-steadfast trust Catholics instinctively had in the Church after this?",24807,25045,1,"Loaded Language, Fear Appeal"
article729578579,151,"It is certainly clear that no one sees the pope unless Cardinal Parolin approves, which may be the reason Cardinal Zen, in his efforts to warn Francis of the dangers of a Vatican deal with the communist Chinese government had to wait in the rain at a Wednesday general audience.",25433,25711,1,"Loaded Language, Fear Appeal, Exaggeration"
article729578579,154,"[4] Though she never blamed the pope, Marie Collins complained that Vatican officialdom had simply not implemented the Commission’s recommendations.",25993,26141,1,Exaggeration
article729651527,8,"The group was urging students to vote against Lew, and two other board members who were deemed to be pro-Israel, alleging “layers of corruption” within the student government and favouritism in appointing board members, then singled out three members of the board “who are all either fellows at the Canadian Jewish Political Affairs Committee, an organization whose explicit mandate is to promote pro-Israel discourse in Canadian politics, or primary organizers for the anti-BDS initiative at McGill.”
Boudreau made his clarification after it was pointed out the anti-Semitic language was published prior to the vote.",1545,2162,1,"Loaded Language, Name Calling, Black-and-White Thinking"
article729668796,12,"Minister of Foreign Affairs and Trade Péter Szijjártó said on Tuesday,“Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants.""",1867,2047,1,Exaggeration
article729668796,13,He also referred to Michel's ultimatum as unacceptable and shocking.,2048,2116,1,Loaded Language
article729668796,14,"“Hungary has never admitted and will never admit illegal immigrants, irrespective of whether there is any pressure in this direction along the borders or from Brussels,” Szijjártó said.",2117,2302,1,Exaggeration
article729668796,17,"“The countries of the Visegrád Group do not support the introduction of any kind of mandatory quota.”
“Perhaps it doesn’t bother the Belgian Prime Minister that there are no-go zones in many Western European cities, or that people with immigrant backgrounds have committed 27 major terrorist attacks in Europe recently, but this bothers the V4 because they do not want to live on a continent were the threat of terrorism becomes an everyday regularity,"" he continued.",2630,3097,1,"Loaded Language, Fear Appeal"
article729668796,20,He has ordered all illegal Muslim invaders to get out of Hungary and never come back.,3334,3419,1,Exaggeration
article729670169,0,"Puerto Rico says to receive $16 bln in federal disaster aid

By Nick Brown
Feb 9 (Reuters) - Puerto Rico said on Friday it will receive $16 billion in federal aid under a disaster recovery package signed on Friday by U.S. President Donald Trump.",0,245,1,Loaded Language
article729670169,2,Rossello said on Wednesday that Puerto Rico would get $4.9 billion to shore up its near-insolvent Medicaid system and another $2 billion or so under the Community Development Block Grant (CDBG) program to repair its destroyed electric grid.,534,774,1,"Loaded Language, Fear Appeal"
article729670169,5,"In addition to a slow recovery from Hurricane Maria, its worst natural disaster in 90 years, Puerto Rico is navigating the largest bankruptcy in U.S. government history, with a combined $120 billion in bond and pension debt.",1049,1273,1,Loaded Language
article729670169,11,"The disaster aid package signed by Trump on Friday - around $90 billion in total - covers a number of major disasters, including Hurricanes Irma, Harvey and Maria, as well as the recent California wildfires.",2237,2444,1,Loaded Language
article729700539,5,"“The cooling effect of a grand minimum is only a fraction of the warming effect caused by the increasing concentration of carbon dioxide in the atmosphere,” they said, adding, “After hundreds of thousands of years of CO2 levels never exceeding 300 parts per million in air, the concentration of the greenhouse gas is now over 400 parts per million, continuing a rise that began with the Industrial Revolution.”
The study estimated that the Sun’s mid-century cooldown would probably only result in cooling the Earth by some 0.25 percent between 2020 and 2070.",1671,2229,1,Exaggeration
article729940206,2,Sociology helped generate a whole range of fake new academic subjects while corrupting existing ones into a toxic stew of racism and meaningless jargon.,251,403,1,"Loaded Language, Name Calling"
article730019938,14,"She accused her husband of threatening to kill her, their daughter and himself.",1902,1981,1,"Loaded Language, Fear Appeal"
article730036755,29,"Candace Smith also told officers that her husband had threatened to kill her, their daughter and himself if she left him.",3426,3547,1,"Loaded Language, Fear Appeal"
article730036755,30,She said Smith always carried a gun despite being a convicted felon.,3548,3616,1,Exaggeration
article730149656,21,"You should learn to call them by their real name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the righteous.”
Zakkout is also an ardent supporter of the terrorist organization Hamas, if not a member himself.",3435,3700,1,Name Calling
article730149656,28,"If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout.",4647,4906,1,General Persuasion
article730149656,30,Sofian Zakkout’s bigoted and radical agenda is antithetical to this and is a documented threat to national security.,5070,5186,1,"Loaded Language, Fear Appeal"
article730237078,7,The subjects include the ‘Wishing Well’ star cluster as well as two large objects in the Kuiper Belt which have never been observed from such a distance before.,761,921,1,Exaggeration
article730268758,5,The Pope’s claim that he had never received any victim testimony regarding the complicity of Chilean Bishop Juan Barros in child sex abuse has proven to be false.,1174,1336,1,Exaggeration
article730268758,11,"Yore called the example Pope Francis set in the way he handled the abuse information “extremely dangerous.”
“But it is extremely dangerous as the head of the Catholic Church — you know, the last appeal — that this is the kind of behavior that is going to be mimicked around the world by bishops, [who will say] ‘Well if the Pope is not going to intervene and impose zero tolerance, why should I?’”
Reports say Pope Francis personally received the eight-page letter from the Chilean victim graphically detailing the alleged abuses by Karadima and linking Barros as having witnessed and covered up the abuse.",2227,2833,1,"Loaded Language, Fear Appeal"
article730268758,29,"This was precisely what he’d been saying when he was cardinal and archbishop in Buenos Aires, she said, that no one ever came forward with information, and there were never any cases of clerical abuse in the entirety of the two-million-plus member Archdiocese of Buenos Aires.",6431,6707,1,Exaggeration
article730268758,34,"This is why it is so heinous.”
Yore said that given the Church’s sex abuse crisis, one would have thought going into the 2013 conclave (which elected Francis) that an obvious priority in vetting candidates for the papacy would have meant a serious look at their history of handling abuse allegations in their previous sees.",7165,7488,1,"Loaded Language, Fear Appeal"
article730389374,4,"Returning home, an F-16 was hit and crashed, unleashing the most devastating Israeli attack in decades on Syria.",504,616,1,Fear Appeal
article730389374,11,"Chagai Tzuriel , who heads the Israeli Ministry of Intelligence, echoed the FDD: ""If you (Americans) are committed to countering Iran in the region, then you must do so in Syria--first.""",1448,1634,1,General Persuasion
article730389374,15,"Not only did the drone bring devastating Israeli reprisals against Syria and embarrass Iran's ally Russia, it brought attacks on Russian-provided and possibly Russian-manned air defenses.",1823,2010,1,Fear Appeal
article730389374,22,"In the northwest, Turkey has sent its Syrian allies to attack Afrin and President Recep Tayyip Erdogan has threatened Manbij, 80 miles to the east, where U.S. troops commingle with the Kurd defenders and U.S. generals were visible last week.",2988,3229,1,"Loaded Language, Fear Appeal"
article730559808,17,"[…]
To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",2479,2641,1,Exaggeration
article730559808,30,"The idea to bless sinful conduct is really what Isaiah described quite vividly, as follows: “Woe to you that call evil good, and good evil: that put darkness for light, and light for darkness: that put bitter for sweet, and sweet for bitter.” [Isaiah 5:20]
Is this not exactly what Cardinal Marx – and others who are thinking like him – are doing?",4689,5036,1,"Loaded Language, Name Calling"
article730559808,37,"To contradict two popes – whom the Church has already “beatified” the one and “canonized” the other – so shortly after their deaths, and in such a radical and open manner, probably has never happened before in the Church's history.",5659,5890,1,Exaggeration
article730559808,39,"Nevertheless, one should wish for Cardinal Marx, Bishop Bode, and Professor Chiodi that they sleep well.",5971,6075,1,Exaggeration
article730865684,0,"Puerto Rico Hurricane Recovery Worsened By Nearly 1 Million Homes Built Illegally

After Hurricane Maria barreled through Puerto Rico in September 2017, it left hundreds of thousands of people displaced and 80 to 90 percent of homes destroyed in some communities.",0,263,1,"Loaded Language, Fear Appeal"
article730865684,1,"But even before the hurricane, housing in the U.S. territory—where 43.5 percent of people live below the poverty line—was in crisis, and many homes on the island were built with salvaged fixtures and without permits, insurance or inspections.",264,506,1,"Loaded Language, Fear Appeal"
article730865684,3,"Puerto Rico's housing secretary, Fernando Gil, says the number of homes destroyed by the hurricane totals about 70,000 so far, and homes with major damage have amounted to 250,000 across the island.",702,900,1,"Loaded Language, Fear Appeal"
article730865684,8,"""It’s definitely a housing crisis,"" Gil told Reuters last week.",1374,1437,1,"Loaded Language, Fear Appeal"
article730865684,14,"Keep up with this story and more by subscribing now
Last Friday, President Donald Trump signed an order giving Puerto Rico $16 billion in disaster recovery aid, $2 billion of which will be used to repair the electric grid under the federal Community Development Block Grant program.",2068,2350,1,Loaded Language
article730865684,15,"Earlier this month, the U.S. Department of Housing and Urban Development announced it would provide $1.5 billion to help rebuild housing in Puerto Rico after devastation from both Maria and Hurricane Irma, which skirted the island a couple of weeks before, through HUD's Community Development Block Grant Disaster Recovery program.",2351,2682,1,Loaded Language
article731063195,9,(Note that Messier wasn’t always the first to observe the objects in his catalog.),1042,1124,1,Exaggeration
article731178960,17,"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",1943,2079,1,Exaggeration
article731511020,0,"A colossal Neptunian storm just vanished before our eyes

You don’t have to look far for fresh news about Mars, Saturn, or Jupiter these days, but Neptune doesn’t always get the same kind of attention.",0,201,1,Exaggeration
article731513824,13,"As the Austrian Catholic website Kath.net writes, Harant must be quoting here AL 250.",2253,2338,1,General Persuasion
article731762731,13,"were never fulfilled,” said Phil Saviano, an abuse survivor who founded the New England chapter of the Survivors Network of those Abused by Priests.",1891,2039,1,Exaggeration
article731762731,23,"“The Pope’s statements that there is no place in the life of the Church for those who would abuse children and that we must adhere to zero tolerance for these crimes are genuine,” O’Malley said, “and they are his commitment.”
Jeremy C. Fox can be reached at jeremy.fox@globe.com",3985,4263,1,General Persuasion
article731927633,6,"Orban is widely credited for reversing an economic slump in Hungary and controlling its public finances, culminating in a return to investment-grade for its debt, which was cut to 'junk' during the 2008 global economic crisis.",1283,1509,1,"Loaded Language, Fear Appeal"
article731927633,12,"""Absurd as it may sound the danger we face comes from the West, from politicians in Brussels, Berlin and Paris,"" Orban said to loud applause.",2213,2354,1,"Loaded Language, Fear Appeal"
article731927633,17,"A defining moment of his premiership came in 2015, as the migrant crisis peaked: he built a double razor wire fence that became the symbol of anti-migrant sentiment in Europe.",2883,3058,1,"Loaded Language, Fear Appeal"
article731927633,23,"Attributing to Soros a recent United Nations plan on creating a global blueprint to handle the migration crisis, Orban said he anticipated that powerful allies would help him prevent the U.N. from greasing the wheels of migration.",3831,4061,1,"Loaded Language, Fear Appeal"
article732154721,2,"“I won't even say anything about France and Holland, but even the born Germans are being forced back from most large German cities as migrants always occupy big cities first.”
Orbán warned that as Western Europe becomes saturated with Muslim occupants, Islamists would soon seek to stream in to his country from both Western Europe as well as from Islamic nations.",790,1154,1,Exaggeration
article732154721,3,"“This means that the Islamic civilization, which always considers its vocation to convert Europe to what it calls the true faith, in the future will be knocking on the door of Central Europe not only from the south, but from the west, as well,” he said.",1155,1408,1,Exaggeration
article732610971,6,"In speaking of the influx of Muslim migrants into Europe, Orban sees it as destroying the culture of Europe and referred to it as an “immigrant zone, a mixed population world that heads in a direction different from ours.”
Orban then called out the traitors in the midst of Europe who want to push Hungary to accept Muslim invaders.",1458,1790,1,"Loaded Language, Fear Appeal, Name Calling"
article732610971,7,"“Absurd as it may sound the danger we face comes from the West, from politicians in Brussels, Berlin and Paris,” he told the crowd to applause.",1791,1934,1,"Loaded Language, Fear Appeal"
article732610971,9,"The first is our ‘Stop Soros’ law.”
Orban has seen the influence of George Soros and his organizations in Hungary and has openly criticized it and Soros, calling Soros a ""public enemy.""",1996,2181,1,Name Calling
article732610971,13,"Attributing to Soros a recent United Nations plan on creating a global blueprint to handle the migration crisis, Orban said he anticipated that powerful allies would help him prevent the U.N. from greasing the wheels of migration.",2675,2905,1,"Loaded Language, Fear Appeal"
